member_id,first_name,last_name,gender,date_of_birth,email,phone,address,membership_type,membership_price_eur,registration_date,status,referred_by_member_id
170,Ignas,Miller,M,1980-08-22,ignas.miller.170@yahoo.com,+370 644 64409,"Savanoriu pr. 111, Siauliai",VIP,90,2024-04-03,Inactive,1056
171,Ruta,Urbonas,F,2002-01-10,ruta.urbonas.171@mail.com,+370 646 49304,"Olimpieciu g. 75, Utena",Day Pass,8,2020-01-01,Active,
172,Mindaugas,Paulauskas,M,1967-05-31,mindaugas.paulauskas.172@outlook.com,+370 630 83543,"Olimpieciu g. 78, Jonava",Monthly,35,2020-03-08,Active,400
173,Aria,Miller,F,1986-05-10,aria.miller.173@outlook.com,+370 663 43928,"Savanoriu pr. 57, Jonava",Day Pass,8,2021-03-27,Inactive,
174,Monika,Butkus,F,2004-07-19,monika.butkus.174@hotmail.com,+370 606 74238,"Vilniaus g. 52, Mazeikiai",Student,20,2020-07-05,Inactive,259
175,Lina,Cesnavicius,F,1989-11-06,lina.cesnavicius.175@outlook.com,+370 646 63078,"Savanoriu pr. 119, Panevezys",Corporate,55,2020-08-12,Active,
176,Simona,Butkus,F,2004-05-09,simona.butkus.176@hotmail.com,+370 679 78359,"Cempiony g. 20, Mazeikiai",Day Pass,8,2019-08-19,Active,
177,Edvinas,Stonkus,M,1978-04-26,edvinas.stonkus.177@mail.com,+370 651 94976,"Cempiony g. 71, Mazeikiai",Monthly,35,2019-03-16,Active,
178,Gintare,Gruciunas,F,1972-11-06,gintare.gruciunas.178@yahoo.com,+370 641 43274,"Zalgirio g. 31, Vilnius",Standard,40,2021-01-15,Active,
179,Liam,Vasiliauskas,M,1983-06-25,liam.vasiliauskas.179@outlook.com,+370 640 68068,"Energijos g. 114, Jonava",Monthly,35,2020-10-05,Inactive,256
180,Valdas,Garcia,M,2000-07-20,valdas.garcia.180@gmail.com,+370 654 53367,"Kauno g. 8, Panevezys",Senior,22,2022-07-21,Active,
181,Povilas,Zukauskas,M,1988-08-19,povilas.zukauskas.181@gmail.com,+370 663 33962,"Sveikatos g. 24, Kaunas",Monthly,35,2023-07-24,Active,
182,Mindaugas,Johnson,M,1968-12-03,mindaugas.johnson.182@mail.com,+370 697 44542,"Sveikatos g. 111, Panevezys",Standard,40,2023-07-19,Active,
183,Daiva,Jonauskas,F,1984-02-01,daiva.jonauskas.183@mail.com,+370 672 24813,"Kauno g. 66, Utena",Standard,40,2020-03-30,Active,611
184,Emma,Brown,F,1996-10-05,emma.brown.184@mail.com,+370 661 71254,"Zalgirio g. 5, Panevezys",Student,20,2019-12-04,Active,824
185,Elijah,Taylor,M,1993-03-01,elijah.taylor.185@yahoo.com,+370 658 63315,"Cempiony g. 112, Jonava",Family,75,2019-10-20,Inactive,
186,Luna,Smith,F,1966-08-09,luna.smith.186@yahoo.com,+370 620 25243,"Sveikatos g. 77, Siauliai",VIP,90,2024-04-14,Active,621
187,Indre,Tamosiunas,F,1990-01-09,indre.tamosiunas.187@yahoo.com,+370 683 75211,"Olimpieciu g. 114, Klaipeda",Senior,22,2020-12-30,Active,
188,Monika,Cesnavicius,F,1999-02-06,monika.cesnavicius.188@gmail.com,+370 687 29686,"Kauno g. 63, Panevezys",Corporate,55,2018-12-25,Active,
189,Renata,Paulauskas,F,1992-10-15,renata.paulauskas.189@yahoo.com,+370 697 13805,"Sveikatos g. 32, Vilnius",Basic,25,2022-08-20,Active,
190,Mason,Stankevicius,M,1985-04-22,mason.stankevicius.190@hotmail.com,+370 683 18914,"Laisves al. 12, Kaunas",Family,75,2020-04-06,Inactive,1106
191,Vaida,Wilson,F,1986-11-16,vaida.wilson.191@outlook.com,+370 686 90292,"Savanoriu pr. 57, Panevezys",Senior,22,2021-06-08,Active,
192,Lukas,Wilson,M,1990-02-27,lukas.wilson.192@gmail.com,+370 690 71439,"Olimpieciu g. 75, Jonava",Family,75,2021-03-10,Active,
193,Liam,Kazlauskas,M,1989-05-21,liam.kazlauskas.193@yahoo.com,+370 689 64839,"Sveikatos g. 13, Utena",Standard,40,2024-11-23,Suspended,
194,Jolanta,Tamosiunas,F,1970-03-25,jolanta.tamosiunas.194@gmail.com,+370 646 19849,"Energijos g. 75, Marijampole",Basic,25,2019-07-12,Active,
195,Jolanta,Rimkus,F,1994-11-27,jolanta.rimkus.195@gmail.com,+370 651 48950,"Pylimo g. 10, Klaipeda",VIP,90,2024-09-30,Active,
196,Logan,Jones,M,1965-11-27,logan.jones.196@gmail.com,+370 637 62134,"Sporto g. 90, Kaunas",Basic,25,2022-08-08,Active,
197,Liam,Jankauskas,M,1996-06-04,liam.jankauskas.197@outlook.com,+370 624 56486,"Kauno g. 16, Jonava",Family,75,2023-12-12,Active,
198,Aria,Williams,F,2001-09-30,aria.williams.198@hotmail.com,+370 620 83973,"Energijos g. 97, Klaipeda",Premium,65,2021-05-02,Inactive,
199,Noah,Williams,M,1997-03-22,noah.williams.199@gmail.com,+370 642 50802,"Kauno g. 106, Panevezys",Family,75,2020-04-15,Inactive,
200,Rytis,Smith,M,1985-08-14,rytis.smith.200@gmail.com,+370 612 34123,"Energijos g. 75, Jonava",Standard,40,2021-01-26,Active,12
201,Mantas,Jonauskas,M,2000-10-14,mantas.jonauskas.201@gmail.com,+370 678 99821,"Savanoriu pr. 23, Panevezys",Basic,25,2024-06-08,Suspended,193
202,Aiden,Jonauskas,M,1993-05-24,aiden.jonauskas.202@hotmail.com,+370 660 64507,"Kauno g. 41, Siauliai",Premium,65,2024-11-08,Active,
203,Viktorija,Jankauskas,F,1986-04-21,viktorija.jankauskas.203@yahoo.com,+370 679 55658,"Energijos g. 29, Kaunas",Basic,25,2018-08-19,Inactive,
204,Ieva,Davis,F,1972-12-04,ieva.davis.204@outlook.com,+370 615 95934,"Gedimino pr. 31, Mazeikiai",Day Pass,8,2022-01-27,Inactive,
205,Isabella,Johnson,F,1965-04-29,isabella.johnson.205@mail.com,+370 620 45933,"Olimpieciu g. 58, Utena",Standard,40,2018-04-14,Suspended,
206,Povilas,Daugirdas,M,1977-08-06,povilas.daugirdas.206@mail.com,+370 675 68105,"Energijos g. 20, Mazeikiai",Basic,25,2019-08-12,Active,484
207,Indre,Gruciunas,F,1976-11-05,indre.gruciunas.207@outlook.com,+370 684 98914,"Cempiony g. 109, Marijampole",Basic,25,2020-01-16,Inactive,
208,Olivia,Zukauskas,F,2005-08-25,olivia.zukauskas.208@hotmail.com,+370 673 34665,"Laisves al. 99, Alytus",Standard,40,2022-04-14,Active,
209,Jurgita,Butkus,F,1966-11-22,jurgita.butkus.209@outlook.com,+370 668 87530,"Pylimo g. 32, Marijampole",Premium,65,2023-03-25,Active,
210,Tomas,Petrauskas,M,1992-07-10,tomas.petrauskas.210@gmail.com,+370 681 18309,"Pylimo g. 82, Marijampole",Student,20,2020-02-29,Inactive,
211,Elijah,Williams,M,1989-01-30,elijah.williams.211@gmail.com,+370 667 20888,"Sveikatos g. 39, Marijampole",Day Pass,8,2019-03-18,Inactive,643
212,Rokas,Smith,M,1999-10-27,rokas.smith.212@outlook.com,+370 636 18798,"Savanoriu pr. 3, Jonava",Corporate,55,2023-10-29,Active,1167
213,Ruta,Petrauskas,F,1966-05-23,ruta.petrauskas.213@gmail.com,+370 669 89723,"Savanoriu pr. 21, Vilnius",Family,75,2024-01-23,Active,
214,Ava,Smith,F,1987-04-18,ava.smith.214@hotmail.com,+370 639 38212,"Kauno g. 99, Kaunas",Basic,25,2022-09-16,Active,
215,Kristina,Vasiliauskas,F,1970-05-01,kristina.vasiliauskas.215@mail.com,+370 634 36400,"Kauno g. 103, Panevezys",Day Pass,8,2018-03-25,Inactive,
216,Tautvydas,Miller,M,1988-04-14,tautvydas.miller.216@mail.com,+370 678 51832,"Energijos g. 78, Mazeikiai",VIP,90,2020-01-12,Active,
217,Evelyn,Rimkus,F,1965-02-19,evelyn.rimkus.217@gmail.com,+370 605 79920,"Gedimino pr. 6, Mazeikiai",VIP,90,2023-05-16,Active,
218,Oliver,Brown,M,1983-01-19,oliver.brown.218@gmail.com,+370 632 39876,"Pylimo g. 113, Klaipeda",Basic,25,2021-05-16,Active,
219,Ramute,Vaitkevicius,F,1988-12-10,ramute.vaitkevicius.219@hotmail.com,+370 666 51499,"Vilniaus g. 3, Mazeikiai",Student,20,2021-04-15,Active,
220,Ramute,Williams,F,1979-12-11,ramute.williams.220@hotmail.com,+370 635 87223,"Zalgirio g. 6, Marijampole",Standard,40,2019-12-05,Inactive,
221,Kristina,Cesnavicius,F,2004-08-24,kristina.cesnavicius.221@outlook.com,+370 629 96618,"Zalgirio g. 16, Vilnius",Student,20,2021-04-10,Active,510
222,Ethan,Petrauskas,M,1991-04-24,ethan.petrauskas.222@hotmail.com,+370 655 59391,"Sporto g. 36, Alytus",Family,75,2022-06-17,Suspended,1003
223,Lina,Vasiliauskas,F,1996-07-17,lina.vasiliauskas.223@hotmail.com,+370 616 33407,"Energijos g. 66, Kaunas",Monthly,35,2018-01-03,Suspended,
224,James,Miller,M,1989-02-11,james.miller.224@outlook.com,+370 654 85440,"Gedimino pr. 112, Vilnius",Monthly,35,2023-12-23,Active,
225,Monika,Brown,F,1991-11-17,monika.brown.225@hotmail.com,+370 626 88640,"Kauno g. 43, Marijampole",Corporate,55,2020-04-08,Inactive,
226,Mason,Johnson,M,1969-11-30,mason.johnson.226@hotmail.com,+370 692 45473,"Vilniaus g. 104, Kaunas",Premium,65,2022-10-20,Active,
227,Mia,Brown,F,2000-06-12,mia.brown.227@outlook.com,+370 620 63545,"Cempiony g. 96, Marijampole",Standard,40,2024-02-17,Active,
228,Monika,Vasiliauskas,F,1989-07-25,monika.vasiliauskas.228@gmail.com,+370 625 77691,"Sveikatos g. 77, Utena",Monthly,35,2022-08-02,Inactive,
229,Povilas,Gruciunas,M,1994-12-07,povilas.gruciunas.229@hotmail.com,+370 606 37277,"Zalgirio g. 96, Vilnius",Corporate,55,2018-03-18,Active,
230,Julius,Gruciunas,M,1993-03-26,julius.gruciunas.230@hotmail.com,+370 688 90947,"Sveikatos g. 38, Siauliai",Day Pass,8,2020-09-09,Active,322
231,Rytis,Paulauskas,M,1965-02-03,rytis.paulauskas.231@yahoo.com,+370 640 25945,"Laisves al. 79, Jonava",Monthly,35,2021-11-01,Active,603
232,Emma,Vasiliauskas,F,1971-02-04,emma.vasiliauskas.232@mail.com,+370 634 74248,"Laisves al. 50, Panevezys",Student,20,2023-10-30,Active,1044
233,Julius,Williams,M,2001-10-06,julius.williams.233@mail.com,+370 659 23997,"Vilniaus g. 92, Panevezys",Basic,25,2021-05-15,Active,701
234,Edvinas,Miller,M,1965-10-14,edvinas.miller.234@mail.com,+370 604 35949,"Cempiony g. 38, Alytus",Premium,65,2022-04-24,Inactive,628
235,Gintare,Kavaliauskas,F,1970-12-08,gintare.kavaliauskas.235@mail.com,+370 664 54870,"Pylimo g. 110, Klaipeda",Monthly,35,2018-10-31,Inactive,
236,Daiva,Kavaliauskas,F,1969-10-01,daiva.kavaliauskas.236@outlook.com,+370 675 32281,"Energijos g. 92, Marijampole",Day Pass,8,2024-04-19,Active,
237,Olivia,Urbonas,F,1982-07-19,olivia.urbonas.237@gmail.com,+370 682 85770,"Zalgirio g. 46, Utena",VIP,90,2024-02-18,Inactive,120
238,Ava,Rimkus,F,1972-01-15,ava.rimkus.238@gmail.com,+370 635 14133,"Cempiony g. 95, Marijampole",Basic,25,2024-08-07,Active,
239,Aiste,Jonauskas,F,1987-11-28,aiste.jonauskas.239@hotmail.com,+370 667 58233,"Zalgirio g. 54, Klaipeda",Family,75,2021-09-23,Inactive,
240,Gintare,Jankauskas,F,1992-02-24,gintare.jankauskas.240@hotmail.com,+370 657 28561,"Vilniaus g. 91, Utena",Basic,25,2018-07-28,Inactive,
241,Mantas,Paulauskas,M,1996-08-04,mantas.paulauskas.241@mail.com,+370 646 67649,"Zalgirio g. 57, Siauliai",VIP,90,2020-09-22,Active,
242,Ava,Kavaliauskas,F,1980-06-24,ava.kavaliauskas.242@hotmail.com,+370 629 78486,"Sporto g. 102, Kaunas",VIP,90,2023-04-11,Active,958
243,Jolanta,Petrauskas,F,1976-09-07,jolanta.petrauskas.243@yahoo.com,+370 690 80143,"Savanoriu pr. 92, Vilnius",Student,20,2020-05-03,Inactive,73
244,Rytis,Butkus,M,1993-07-12,rytis.butkus.244@hotmail.com,+370 658 54218,"Cempiony g. 113, Panevezys",Family,75,2020-07-13,Active,
245,Luna,Garcia,F,2003-01-22,luna.garcia.245@hotmail.com,+370 603 27676,"Sveikatos g. 43, Utena",Corporate,55,2018-07-16,Inactive,672
246,Lukas,Butkus,M,1982-05-12,lukas.butkus.246@mail.com,+370 633 29447,"Gedimino pr. 109, Panevezys",VIP,90,2022-06-05,Active,
247,Rytis,Vasiliauskas,M,1985-05-19,rytis.vasiliauskas.247@gmail.com,+370 634 95354,"Laisves al. 55, Jonava",Student,20,2022-02-14,Active,
248,Rytis,Jankauskas,M,1998-09-02,rytis.jankauskas.248@outlook.com,+370 650 76684,"Kauno g. 31, Kaunas",Basic,25,2020-10-05,Active,
249,Aldona,Stonkus,F,1993-09-22,aldona.stonkus.249@outlook.com,+370 627 44295,"Zalgirio g. 76, Kaunas",Standard,40,2018-11-14,Active,
250,Erikas,Urbonas,M,1983-05-21,erikas.urbonas.250@hotmail.com,+370 660 93428,"Savanoriu pr. 45, Panevezys",Senior,22,2018-07-23,Active,
251,Gintare,Vasiliauskas,F,1993-01-01,gintare.vasiliauskas.251@outlook.com,+370 644 75473,"Laisves al. 14, Mazeikiai",Student,20,2024-05-20,Active,
252,Liam,Zukauskas,M,1985-02-10,liam.zukauskas.252@mail.com,+370 615 29553,"Sveikatos g. 31, Kaunas",Day Pass,8,2019-11-13,Inactive,
253,Emma,Gruciunas,F,1998-10-24,emma.gruciunas.253@mail.com,+370 690 74324,"Cempiony g. 22, Marijampole",Senior,22,2023-06-06,Active,412
254,Darius,Tamosiunas,M,1967-06-24,darius.tamosiunas.254@hotmail.com,+370 634 97611,"Cempiony g. 109, Jonava",Student,20,2024-09-06,Inactive,816
255,Ignas,Balciunas,M,2003-11-27,ignas.balciunas.255@yahoo.com,+370 621 17394,"Cempiony g. 47, Klaipeda",Senior,22,2020-08-15,Active,
256,Inga,Davis,F,1972-11-27,inga.davis.256@outlook.com,+370 648 53139,"Cempiony g. 77, Siauliai",Corporate,55,2024-12-03,Suspended,
257,Ruta,Daugirdas,F,1966-04-18,ruta.daugirdas.257@gmail.com,+370 640 81760,"Zalgirio g. 67, Alytus",Standard,40,2020-02-10,Inactive,
258,Neringa,Taylor,F,1969-10-03,neringa.taylor.258@yahoo.com,+370 632 44649,"Energijos g. 75, Alytus",Standard,40,2021-12-10,Active,
259,Lina,Jones,F,1976-07-23,lina.jones.259@outlook.com,+370 644 86235,"Zalgirio g. 63, Siauliai",Day Pass,8,2021-06-24,Inactive,
260,Inga,Smith,F,2002-03-19,inga.smith.260@hotmail.com,+370 628 66117,"Gedimino pr. 61, Alytus",Student,20,2021-04-06,Active,
261,Valdas,Kavaliauskas,M,1978-05-16,valdas.kavaliauskas.261@yahoo.com,+370 624 71542,"Gedimino pr. 66, Marijampole",Corporate,55,2020-01-09,Active,
262,Arnas,Vaitkevicius,M,1992-09-20,arnas.vaitkevicius.262@outlook.com,+370 649 28567,"Pylimo g. 88, Mazeikiai",Senior,22,2019-07-20,Active,42
263,Tautvydas,Taylor,M,1995-10-31,tautvydas.taylor.263@outlook.com,+370 657 78266,"Olimpieciu g. 67, Mazeikiai",Standard,40,2019-04-12,Active,
264,Evelyn,Brown,F,1974-08-25,evelyn.brown.264@hotmail.com,+370 689 11716,"Cempiony g. 15, Marijampole",Monthly,35,2022-12-14,Active,
265,Ieva,Vaitkevicius,F,1973-05-24,ieva.vaitkevicius.265@hotmail.com,+370 633 13610,"Kauno g. 1, Panevezys",Basic,25,2023-02-16,Suspended,
266,Noah,Garcia,M,2005-09-26,noah.garcia.266@mail.com,+370 676 10499,"Sporto g. 39, Kaunas",VIP,90,2022-10-13,Inactive,
267,Gintaras,Garcia,M,1987-09-07,gintaras.garcia.267@yahoo.com,+370 635 33377,"Zalgirio g. 106, Klaipeda",Student,20,2021-04-11,Inactive,
268,Mindaugas,Daugirdas,M,1988-03-02,mindaugas.daugirdas.268@outlook.com,+370 634 16749,"Sveikatos g. 115, Kaunas",Senior,22,2024-02-12,Active,
269,Ramute,Rimkus,F,1998-06-29,ramute.rimkus.269@mail.com,+370 677 39421,"Sveikatos g. 97, Klaipeda",Basic,25,2019-01-04,Active,564
270,Arnas,Jonauskas,M,1981-05-10,arnas.jonauskas.270@hotmail.com,+370 690 59883,"Kauno g. 41, Siauliai",Student,20,2021-08-04,Active,
271,Lukas,Johnson,M,1977-08-25,lukas.johnson.271@outlook.com,+370 664 42093,"Sporto g. 94, Mazeikiai",Basic,25,2021-09-16,Active,
272,Lina,Wilson,F,1991-09-08,lina.wilson.272@mail.com,+370 620 70666,"Sporto g. 64, Mazeikiai",Standard,40,2022-03-04,Inactive,
273,Oliver,Stonkus,M,1994-09-11,oliver.stonkus.273@hotmail.com,+370 621 17784,"Energijos g. 3, Siauliai",Premium,65,2023-12-27,Active,
274,Vaida,Mackevicius,F,1973-04-19,vaida.mackevicius.274@hotmail.com,+370 678 68709,"Olimpieciu g. 83, Klaipeda",Standard,40,2024-09-29,Active,
275,Darius,Balciunas,M,2003-09-08,darius.balciunas.275@yahoo.com,+370 684 86193,"Pylimo g. 43, Panevezys",Corporate,55,2022-07-05,Inactive,
276,Aiden,Kazlauskas,M,1992-06-18,aiden.kazlauskas.276@mail.com,+370 644 50218,"Sveikatos g. 117, Klaipeda",Day Pass,8,2019-09-08,Active,
277,Aria,Jones,F,1965-07-30,aria.jones.277@hotmail.com,+370 690 52114,"Gedimino pr. 113, Alytus",Standard,40,2018-04-17,Inactive,
278,Noah,Mackevicius,M,1972-09-18,noah.mackevicius.278@mail.com,+370 660 32162,"Sporto g. 14, Panevezys",Monthly,35,2020-03-31,Inactive,
279,Jolanta,Vaitkevicius,F,1987-05-21,jolanta.vaitkevicius.279@hotmail.com,+370 669 10785,"Gedimino pr. 79, Kaunas",VIP,90,2018-12-01,Active,
280,Indre,Paulauskas,F,1974-12-21,indre.paulauskas.280@hotmail.com,+370 615 22909,"Laisves al. 8, Jonava",Basic,25,2020-02-15,Suspended,
281,Valdas,Miller,M,1997-04-09,valdas.miller.281@outlook.com,+370 626 48606,"Vilniaus g. 71, Utena",Senior,22,2022-01-31,Inactive,825
282,Harper,Petrauskas,F,1965-07-15,harper.petrauskas.282@outlook.com,+370 674 58943,"Sveikatos g. 70, Marijampole",Premium,65,2020-04-07,Active,
283,Vaida,Butkus,F,1986-01-21,vaida.butkus.283@outlook.com,+370 619 15291,"Vilniaus g. 61, Vilnius",Family,75,2018-07-01,Suspended,
284,Povilas,Kavaliauskas,M,1983-01-04,povilas.kavaliauskas.284@mail.com,+370 601 79853,"Energijos g. 33, Alytus",Standard,40,2024-05-30,Inactive,
285,Mantas,Gruciunas,M,1996-04-26,mantas.gruciunas.285@yahoo.com,+370 650 95175,"Laisves al. 21, Mazeikiai",Corporate,55,2023-08-06,Active,
286,Olivia,Stankevicius,F,1967-07-25,olivia.stankevicius.286@hotmail.com,+370 695 79748,"Sporto g. 99, Siauliai",Premium,65,2024-06-29,Suspended,742
287,Emma,Davis,F,1966-01-03,emma.davis.287@outlook.com,+370 649 54346,"Zalgirio g. 75, Panevezys",VIP,90,2019-05-05,Inactive,
288,Gintare,Vaitkevicius,F,1977-02-21,gintare.vaitkevicius.288@hotmail.com,+370 641 12708,"Savanoriu pr. 71, Alytus",Premium,65,2019-12-30,Active,
289,Lina,Kavaliauskas,F,1984-08-27,lina.kavaliauskas.289@yahoo.com,+370 619 69861,"Cempiony g. 77, Siauliai",Premium,65,2019-07-07,Active,
290,Mindaugas,Butkus,M,2005-03-15,mindaugas.butkus.290@outlook.com,+370 619 36895,"Sveikatos g. 82, Mazeikiai",Premium,65,2018-02-05,Inactive,1086
291,Logan,Williams,M,1985-03-14,logan.williams.291@outlook.com,+370 684 57241,"Sveikatos g. 120, Siauliai",Monthly,35,2019-02-23,Active,
292,Jolanta,Zukauskas,F,1995-01-09,jolanta.zukauskas.292@outlook.com,+370 632 96619,"Vilniaus g. 50, Mazeikiai",VIP,90,2018-10-26,Active,686
293,Emma,Garcia,F,2004-12-28,emma.garcia.293@hotmail.com,+370 691 99088,"Kauno g. 90, Vilnius",Premium,65,2023-04-04,Active,
294,Arturas,Kavaliauskas,M,2003-12-20,arturas.kavaliauskas.294@yahoo.com,+370 614 46307,"Vilniaus g. 15, Mazeikiai",Family,75,2019-10-16,Inactive,
295,Tautvydas,Smith,M,1986-05-29,tautvydas.smith.295@gmail.com,+370 665 38014,"Vilniaus g. 24, Jonava",Premium,65,2022-12-16,Suspended,
296,Renata,Taylor,F,1998-01-04,renata.taylor.296@outlook.com,+370 680 57417,"Zalgirio g. 33, Marijampole",Day Pass,8,2023-07-22,Active,
297,Evelyn,Rimkus,F,1983-06-04,evelyn.rimkus.297@gmail.com,+370 611 48350,"Savanoriu pr. 59, Mazeikiai",Student,20,2019-12-23,Active,
298,Egle,Petrauskas,F,1973-05-14,egle.petrauskas.298@mail.com,+370 646 65109,"Pylimo g. 26, Siauliai",Basic,25,2020-03-15,Active,
299,Aiste,Butkus,F,1986-06-27,aiste.butkus.299@gmail.com,+370 699 92851,"Pylimo g. 112, Panevezys",Standard,40,2021-08-02,Inactive,
300,Jolanta,Balciunas,F,2004-03-09,jolanta.balciunas.300@gmail.com,+370 684 78166,"Cempiony g. 111, Alytus",Standard,40,2021-05-12,Inactive,
301,Ramute,Stonkus,F,1971-08-31,ramute.stonkus.301@hotmail.com,+370 663 77104,"Vilniaus g. 39, Jonava",VIP,90,2023-01-12,Active,
302,Kristina,Tamosiunas,F,1981-04-19,kristina.tamosiunas.302@hotmail.com,+370 630 37073,"Sporto g. 50, Panevezys",VIP,90,2021-07-31,Inactive,1185
303,Ramute,Kavaliauskas,F,1972-04-02,ramute.kavaliauskas.303@gmail.com,+370 686 45811,"Laisves al. 27, Utena",Standard,40,2018-01-24,Active,
304,Arnas,Vasiliauskas,M,1975-04-15,arnas.vasiliauskas.304@yahoo.com,+370 650 19532,"Laisves al. 49, Kaunas",Basic,25,2018-01-08,Suspended,
305,Renata,Jonauskas,F,1998-11-16,renata.jonauskas.305@outlook.com,+370 603 32553,"Gedimino pr. 38, Siauliai",VIP,90,2018-12-19,Active,
306,Jurgita,Balciunas,F,1990-10-22,jurgita.balciunas.306@mail.com,+370 621 74893,"Olimpieciu g. 84, Mazeikiai",Corporate,55,2018-10-01,Inactive,
307,Logan,Jonauskas,M,1973-03-05,logan.jonauskas.307@outlook.com,+370 642 40713,"Sveikatos g. 76, Marijampole",Monthly,35,2021-01-24,Inactive,
308,Sophia,Zukauskas,F,1968-12-28,sophia.zukauskas.308@outlook.com,+370 634 38836,"Zalgirio g. 64, Siauliai",Monthly,35,2021-01-09,Suspended,
309,Arturas,Urbonas,M,2005-01-19,arturas.urbonas.309@outlook.com,+370 669 39509,"Vilniaus g. 2, Klaipeda",Standard,40,2019-06-11,Active,847
310,James,Johnson,M,2001-03-07,james.johnson.310@outlook.com,+370 616 46844,"Sveikatos g. 110, Jonava",Senior,22,2024-11-16,Active,583
311,Erikas,Urbonas,M,1985-06-20,erikas.urbonas.311@outlook.com,+370 609 60094,"Savanoriu pr. 114, Siauliai",Day Pass,8,2022-08-09,Active,
312,Emma,Williams,F,1972-06-06,emma.williams.312@gmail.com,+370 643 41969,"Laisves al. 90, Alytus",Family,75,2019-03-13,Active,
313,Egle,Tamosiunas,F,1973-01-06,egle.tamosiunas.313@mail.com,+370 617 68121,"Pylimo g. 7, Panevezys",Family,75,2022-02-25,Inactive,580
314,Arturas,Taylor,M,1992-06-08,arturas.taylor.314@yahoo.com,+370 632 19317,"Olimpieciu g. 72, Jonava",VIP,90,2018-01-14,Inactive,
315,Indre,Stonkus,F,1985-05-01,indre.stonkus.315@outlook.com,+370 658 22685,"Vilniaus g. 26, Klaipeda",Family,75,2024-08-25,Inactive,681
316,Aiste,Jonauskas,F,1973-06-20,aiste.jonauskas.316@yahoo.com,+370 622 19621,"Cempiony g. 25, Kaunas",Day Pass,8,2019-07-20,Active,
317,Viktorija,Balciunas,F,1980-04-11,viktorija.balciunas.317@outlook.com,+370 638 33267,"Gedimino pr. 15, Klaipeda",VIP,90,2021-08-28,Inactive,
318,Egle,Kavaliauskas,F,1969-08-13,egle.kavaliauskas.318@outlook.com,+370 640 57602,"Gedimino pr. 25, Klaipeda",Senior,22,2022-02-04,Active,
319,Vaida,Petrauskas,F,1970-02-28,vaida.petrauskas.319@hotmail.com,+370 601 40995,"Pylimo g. 65, Alytus",VIP,90,2020-05-12,Active,
320,Harper,Butkus,F,1988-06-14,harper.butkus.320@mail.com,+370 680 77198,"Energijos g. 63, Panevezys",Standard,40,2021-07-14,Active,
321,Julius,Zukauskas,M,1981-06-11,julius.zukauskas.321@outlook.com,+370 651 10279,"Savanoriu pr. 112, Jonava",Day Pass,8,2021-08-21,Active,
322,Luna,Miller,F,1989-01-11,luna.miller.322@hotmail.com,+370 637 47878,"Laisves al. 17, Alytus",Basic,25,2018-09-12,Active,756
323,Neringa,Davis,F,1997-12-11,neringa.davis.323@mail.com,+370 621 42168,"Laisves al. 36, Utena",Day Pass,8,2020-07-16,Active,366
324,Neringa,Johnson,F,1992-12-21,neringa.johnson.324@mail.com,+370 621 27476,"Energijos g. 36, Panevezys",Premium,65,2023-02-19,Active,
325,Mason,Petrauskas,M,1974-03-11,mason.petrauskas.325@mail.com,+370 638 96895,"Vilniaus g. 15, Mazeikiai",Day Pass,8,2021-01-15,Active,
326,Indre,Gruciunas,F,1991-03-14,indre.gruciunas.326@yahoo.com,+370 695 12899,"Sporto g. 60, Jonava",Monthly,35,2021-08-04,Inactive,861
327,Erikas,Vaitkevicius,M,1994-08-30,erikas.vaitkevicius.327@yahoo.com,+370 609 33305,"Vilniaus g. 37, Kaunas",Family,75,2024-01-06,Suspended,
328,Olivia,Zukauskas,F,1968-07-26,olivia.zukauskas.328@mail.com,+370 621 13280,"Laisves al. 96, Mazeikiai",Family,75,2019-06-10,Active,
329,Rokas,Johnson,M,1999-09-14,rokas.johnson.329@yahoo.com,+370 619 84644,"Savanoriu pr. 91, Alytus",Monthly,35,2022-03-06,Inactive,
330,Vaida,Davis,F,1996-11-06,vaida.davis.330@outlook.com,+370 608 47859,"Gedimino pr. 113, Alytus",Family,75,2023-12-11,Suspended,
331,Olivia,Kavaliauskas,F,1989-06-18,olivia.kavaliauskas.331@yahoo.com,+370 632 56405,"Laisves al. 53, Alytus",Senior,22,2020-04-19,Active,667
332,Renata,Vaitkevicius,F,1969-09-21,renata.vaitkevicius.332@mail.com,+370 637 55875,"Olimpieciu g. 26, Vilnius",VIP,90,2023-12-21,Active,
333,Mia,Garcia,F,2002-10-19,mia.garcia.333@hotmail.com,+370 637 88197,"Sveikatos g. 14, Panevezys",Family,75,2021-09-27,Active,559
334,Donatas,Daugirdas,M,2002-09-27,donatas.daugirdas.334@yahoo.com,+370 636 59695,"Savanoriu pr. 120, Siauliai",Premium,65,2020-11-10,Inactive,
335,Julius,Jonauskas,M,1989-05-05,julius.jonauskas.335@outlook.com,+370 627 47054,"Zalgirio g. 67, Jonava",Monthly,35,2023-06-01,Active,
336,Aiden,Petrauskas,M,1986-02-08,aiden.petrauskas.336@mail.com,+370 628 97993,"Olimpieciu g. 43, Vilnius",Senior,22,2019-10-08,Active,99
337,Saulius,Garcia,M,1990-08-07,saulius.garcia.337@outlook.com,+370 626 93896,"Cempiony g. 63, Klaipeda",Senior,22,2022-05-01,Inactive,
